Time;II;Pleth
hh:mm:ss.000';mV';mV'
'00:54:29.802';-95;-1.26
'00:54:29.802';-89;-21.57
'00:54:29.852';-83;93.96
'00:54:29.852';-79;110.64
'00:54:29.885';-75;-0.23
'00:54:29.885';-72;-49.8
'00:54:29.919';-68;-46.55
'00:54:29.951';-67;-40.3
'00:54:29.951';-67;-34.22
'00:54:29.985';-68;-27.69
'00:54:29.985';-67;-20.26
'00:54:30.035';-68;-7.18
'00:54:30.035';-78;7.28
'00:54:30.085';-110;14.54
'00:54:30.085';-150;11.89
'00:54:30.085';-179;6.43
'00:54:30.120';-191;2.71
'00:54:30.168';-192;1.44
'00:54:30.168';-183;1.28
'00:54:30.168';-168;1.76
'00:54:30.202';-150;2.56
'00:54:30.235';-131;3.16
'00:54:30.235';-115;4.3
'00:54:30.269';-101;6.03
'00:54:30.269';-90;7.83
'00:54:30.318';-82;9.51
'00:54:30.318';-75;10.33
'00:54:30.352';-76;11.69
'00:54:30.352';-79;16.28
'00:54:30.385';-85;20.48
'00:54:30.385';-90;15.2
'00:54:30.444';-95;8.15
'00:54:30.444';-97;4.25
'00:54:30.444';-94;2.68
'00:54:30.482';-90;-5.79
'00:54:30.482';-85;-6.46
'00:54:30.516';-81;77.15
'00:54:30.550';-77;15.99
'00:54:30.550';-74;-40.89
'00:54:30.601';-71;-44.46
'00:54:30.601';-69;-40.9
'00:54:30.601';-67;-35.72
'00:54:30.635';-64;-30.88
'00:54:30.683';-62;-24.49
'00:54:30.683';-64;-14.67
'00:54:30.683';-67;-1.02
'00:54:30.717';-86;10.93
'00:54:30.752';-123;11.63
'00:54:30.752';-158;7.18
'00:54:30.785';-181;2
'00:54:30.785';-189;-0.97
'00:54:30.835';-185;-2.31
'00:54:30.835';-171;-2.56
'00:54:30.868';-154;-2.12
'00:54:30.868';-135;-1.11
'00:54:30.918';-117;0.97
'00:54:30.918';-99;2.89
'00:54:30.952';-83;4.61
'00:54:30.952';-73;5.76
'00:54:30.985';-65;6.46
'00:54:30.985';-66;8.54
'00:54:31.035';-68;13.58
'00:54:31.035';-72;16.49
'00:54:31.085';-78;11.59
'00:54:31.085';-82;6.52
'00:54:31.085';-85;3.28
'00:54:31.134';-84;0.45
'00:54:31.134';-81;-12.86
'00:54:31.168';-77;38.64
'00:54:31.168';-73;112.28
'00:54:31.218';-71;-10.1
'00:54:31.218';-69;-40.67
'00:54:31.268';-69;-36.94
'00:54:31.268';-67;-33.73
'00:54:31.268';-67;-28.77
'00:54:31.302';-69;-23.5
'00:54:31.302';-67;-16.69
'00:54:31.347';-69;-4.39
'00:54:31.347';-73;10.57
'00:54:31.382';-96;16.99
'00:54:31.382';-135;14.72
'00:54:31.433';-171;9.08
'00:54:31.433';-192;4.52
'00:54:31.466';-196;2.31
'00:54:31.466';-190;1.35
'00:54:31.501';-175;1.23
'00:54:31.501';-158;2.47
'00:54:31.551';-139;4.28
'00:54:31.551';-122;6.39
'00:54:31.585';-107;8.32
'00:54:31.585';-93;9.26
'00:54:31.634';-84;10.71
'00:54:31.634';-79;13.3
'00:54:31.685';-80;20.09
'00:54:31.685';-85;19.53
'00:54:31.685';-91;13.56
'00:54:31.734';-98;7.9
'00:54:31.734';-102;4.87
'00:54:31.768';-102;1.33
'00:54:31.768';-101;-22.87
'00:54:31.801';-96;122.33
'00:54:31.801';-91;94.8
'00:54:31.835';-87;-20.71
'00:54:31.867';-81;-50.58
'00:54:31.867';-78;-48.52
'00:54:31.901';-75;-43.26
'00:54:31.901';-73;-37.55
'00:54:31.951';-74;-32.6
'00:54:31.951';-74;-24.24
'00:54:31.985';-74;-10.36
'00:54:31.985';-89;4.45
'00:54:32.018';-122;11.64
'00:54:32.018';-162;8.35
'00:54:32.068';-192;3.41
'00:54:32.068';-204;-0.24
'00:54:32.118';-203;-1.51
'00:54:32.118';-193;-2.44
'00:54:32.152';-177;-1.98
'00:54:32.152';-160;-0.92
'00:54:32.201';-144;0.95
'00:54:32.201';-127;3.17
'00:54:32.201';-115;4.85
'00:54:32.252';-100;6.27
'00:54:32.252';-90;7.16
'00:54:32.301';-84;8.28
'00:54:32.301';-82;12.24
'00:54:32.301';-84;16.61
'00:54:32.334';-91;13.59
'00:54:32.385';-97;8.58
'00:54:32.385';-99;4.92
'00:54:32.385';-99;2.66
'00:54:32.419';-98;-5.74
'00:54:32.419';-94;-3.66
'00:54:32.452';-88;99.13
'00:54:32.485';-82;5.72
'00:54:32.485';-79;-53.25
'00:54:32.519';-75;-52.16
'00:54:32.519';-73;-47.62
'00:54:32.568';-70;-41.96
'00:54:32.568';-69;-35.32
'00:54:32.618';-68;-28.66
'00:54:32.618';-69;-18.45
'00:54:32.668';-77;-2.3
'00:54:32.668';-100;11.7
'00:54:32.668';-138;11.9
'00:54:32.701';-172;7.43
'00:54:32.701';-193;2.15
'00:54:32.752';-199;-0.91
'00:54:32.752';-192;-1.84
'00:54:32.801';-180;-1.55
'00:54:32.801';-164;-0.57
'00:54:32.801';-147;1.21
'00:54:32.834';-131;3.94
'00:54:32.885';-116;6.91
'00:54:32.885';-100;8.14
'00:54:32.885';-88;8.44
'00:54:32.918';-80;8.59
'00:54:32.918';-77;9.35
'00:54:32.952';-78;13.18
'00:54:32.985';-81;14.63
'00:54:32.985';-87;11.32
'00:54:33.035';-91;7.96
'00:54:33.035';-92;5.43
'00:54:33.085';-91;3.23
'00:54:33.085';-87;-17.98
'00:54:33.085';-84;106.37
'00:54:33.135';-80;106.96
'00:54:33.135';-77;32.92
'00:54:33.167';-75;-41.57
'00:54:33.167';-73;-44.63
'00:54:33.218';-69;-39.93
'00:54:33.218';-70;-33.41
'00:54:33.218';-68;-26.22
'00:54:33.252';-67;-18.31
'00:54:33.301';-70;-4.93
'00:54:33.301';-82;10.13
'00:54:33.301';-115;15.51
'00:54:33.352';-155;11.93
'00:54:33.352';-184;6.73
'00:54:33.400';-200;2.87
'00:54:33.400';-200;1.05
'00:54:33.400';-191;0.24
'00:54:33.435';-175;0.17
'00:54:33.467';-159;0.87
'00:54:33.467';-142;1.87
'00:54:33.518';-125;3.17
'00:54:33.518';-109;4.24
'00:54:33.518';-96;5
'00:54:33.552';-87;5.79
'00:54:33.601';-83;7.36
'00:54:33.601';-83;12.5
'00:54:33.601';-88;16.74
'00:54:33.635';-97;12.67
'00:54:33.668';-107;7.24
'00:54:33.668';-115;4.1
'00:54:33.702';-121;2.71
'00:54:33.702';-121;-4.96
'00:54:33.751';-121;-5.52
'00:54:33.751';-120;67.2
'00:54:33.800';-119;11.31
'00:54:33.800';-117;-40.93
'00:54:33.800';-114;-43.57
'00:54:33.834';-109;-38.51
'00:54:33.868';-106;-32.65
'00:54:33.868';-103;-27.61
'00:54:33.901';-101;-21.22
'00:54:33.901';-99;-10.43
'00:54:33.935';-104;3.42
'00:54:33.935';-124;12.48
'00:54:33.985';-158;12.8
'00:54:33.985';-187;7.4
'00:54:34.018';-204;0.45
'00:54:34.018';-210;-3.04
'00:54:34.068';-206;-3.96
'00:54:34.068';-195;-3.97
'00:54:34.102';-181;-3.18
'00:54:34.102';-165;-1.34
'00:54:34.149';-151;0.9
'00:54:34.149';-133;4.06
'00:54:34.202';-119;7.22
'00:54:34.202';-104;10.05
'00:54:34.202';-95;11.26
'00:54:34.251';-91;13.26
'00:54:34.251';-93;18.12
'00:54:34.285';-99;17.15
'00:54:34.285';-105;12.47
'00:54:34.335';-108;8.64
'00:54:34.335';-107;5.16
'00:54:34.385';-105;1.08
'00:54:34.385';-100;-21.51
'00:54:34.385';-96;169.71
'00:54:34.435';-91;69.07
'00:54:34.435';-87;-41.92
'00:54:34.485';-85;-45.69
'00:54:34.485';-80;-43.04
'00:54:34.485';-78;-38.49
'00:54:34.534';-75;-32.06
'00:54:34.534';-71;-25.17
'00:54:34.534';-70;-16.29
'00:54:34.568';-72;-3.15
'00:54:34.618';-90;10.06
'00:54:34.618';-126;14.67
'00:54:34.618';-162;10.61
'00:54:34.651';-186;5
'00:54:34.685';-198;1.93
'00:54:34.685';-198;0.61
'00:54:34.719';-188;0.39
'00:54:34.719';-175;0.56
'00:54:34.751';-160;0.89
'00:54:34.801';-146;1.54
'00:54:34.801';-132;2.92
'00:54:34.801';-116;3.99
'00:54:34.851';-101;4.79
'00:54:34.851';-89;5.37
'00:54:34.885';-84;6.48
'00:54:34.885';-83;8.95
'00:54:34.935';-90;15.03
'00:54:34.935';-95;15.5
'00:54:34.935';-100;11.5
'00:54:34.968';-102;6.58
'00:54:35.001';-101;3.43
'00:54:35.001';-98;0.14
'00:54:35.035';-92;-23.88
'00:54:35.085';-87;147.57
'00:54:35.085';-83;89.26
'00:54:35.085';-79;-33.84
'00:54:35.118';-75;-54.44
'00:54:35.118';-72;-50.36
'00:54:35.168';-70;-43.73
'00:54:35.168';-67;-38.42
'00:54:35.201';-66;-33.02
'00:54:35.201';-65;-23.24
'00:54:35.251';-70;-8.73
'00:54:35.251';-87;7.22
'00:54:35.285';-123;14.01
'00:54:35.285';-160;9.95
'00:54:35.335';-184;5.02
'00:54:35.335';-196;0.53
'00:54:35.368';-195;-1.18
'00:54:35.368';-186;-1.11
'00:54:35.401';-173;-0.79
'00:54:35.401';-159;0.13
'00:54:35.451';-145;1.6
'00:54:35.451';-134;3.13
'00:54:35.501';-120;4.62
'00:54:35.501';-106;5.98
'00:54:35.501';-93;6.92
'00:54:35.535';-87;7.52
'00:54:35.568';-86;8.67
'00:54:35.568';-89;12.84
'00:54:35.600';-92;16.98
'00:54:35.600';-96;14.28
'00:54:35.651';-99;10.39
'00:54:35.651';-96;7.98
'00:54:35.685';-92;6.77
'00:54:35.685';-85;-0.42
'00:54:35.734';-81;-0.2
'00:54:35.734';-77;73.26
'00:54:35.734';-71;19.93
'00:54:35.785';-68;-41.17
'00:54:35.785';-67;-44.52
'00:54:35.818';-66;-40.4
'00:54:35.818';-65;-33.35
'00:54:35.868';-65;-25.54
'00:54:35.868';-63;-18.96
'00:54:35.900';-65;-9.06
'00:54:35.900';-73;5.53
'00:54:35.933';-103;17.98
'00:54:35.933';-143;18.65
'00:54:35.984';-175;12.07
'00:54:35.984';-193;5.29
'00:54:36.018';-198;0.77
'00:54:36.018';-191;-0.11
'00:54:36.068';-178;-0.44
'00:54:36.068';-163;-0.31
'00:54:36.118';-149;0.45
'00:54:36.118';-133;1.52
'00:54:36.118';-119;2.92
'00:54:36.152';-106;4.07
'00:54:36.201';-95;5.19
'00:54:36.201';-87;6.27
'00:54:36.201';-84;6.76
'00:54:36.251';-84;7.81
'00:54:36.251';-89;11.26
'00:54:36.284';-94;15.31
'00:54:36.284';-98;12.1
'00:54:36.334';-97;7.74
'00:54:36.334';-95;4.14
'00:54:36.334';-90;2.27
'00:54:36.385';-84;-5.63
'00:54:36.385';-79;-10.16
'00:54:36.434';-72;104.59
'00:54:36.434';-67;17.29
'00:54:36.434';-64;-47.31
'00:54:36.467';-61;-46.16
'00:54:36.518';-58;-42.59
'00:54:36.518';-56;-36.78
'00:54:36.518';-54;-29.75
'00:54:36.552';-52;-22.21
'00:54:36.552';-51;-11.35
'00:54:36.601';-56;4.44
'00:54:36.601';-80;16.52
'00:54:36.635';-122;13.56
'00:54:36.635';-162;6.95
'00:54:36.668';-186;0.56
'00:54:36.718';-195;-1.9
'00:54:36.718';-191;-2.38
'00:54:36.718';-180;-2.26
'00:54:36.751';-163;-1.43
'00:54:36.801';-144;0.44
'00:54:36.801';-125;3.36
'00:54:36.801';-110;6.22
'00:54:36.851';-93;8.12
'00:54:36.851';-79;8.44
'00:54:36.851';-72;8.32
'00:54:36.899';-70;8.24
'00:54:36.899';-73;9.16
'00:54:36.933';-77;12.44
'00:54:36.933';-83;15.47
'00:54:36.985';-89;11.32
'00:54:36.985';-88;6.69
'00:54:37.033';-86;3.5
'00:54:37.033';-82;1.06
'00:54:37.033';-79;-10.77
'00:54:37.066';-73;51.72
'00:54:37.100';-69;120.92
'00:54:37.100';-66;-17.27
'00:54:37.135';-66;-50.72
'00:54:37.135';-66;-43.65
'00:54:37.167';-66;-38.44
'00:54:37.217';-65;-32.38
'00:54:37.217';-64;-26.33
'00:54:37.217';-61;-19.77
'00:54:37.267';-61;-9.04
'00:54:37.267';-71;7.67
'00:54:37.317';-100;19.03
'00:54:37.317';-142;15.78
'00:54:37.317';-177;9.48
'00:54:37.351';-196;4.46
'00:54:37.351';-200;1.69
'00:54:37.401';-195;0.95
'00:54:37.401';-182;1.3
'00:54:37.434';-165;2.04
'00:54:37.434';-150;3.57
'00:54:37.483';-134;6.03
'00:54:37.483';-119;8.11
'00:54:37.517';-105;9.15
'00:54:37.517';-91;9.73
'00:54:37.551';-81;10.08
'00:54:37.551';-77;10.06
'00:54:37.584';-79;10.81
'00:54:37.618';-84;13.59
'00:54:37.618';-88;15.04
'00:54:37.668';-91;11.49
'00:54:37.668';-90;6.86
'00:54:37.701';-89;3.21
